gender,age,type,collection,id,time,date,number,report,# words,Emotions,# Emotions,TSNE_x,TSNE_y,PCA_x,PCA_y,Kmean_Cluster_6,Kmean Cluster_2,2W_SA_label,2W_SA_score,6W_SA_dict
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1981-04-13,0405,"I'm in a bus with other people, mostly women. One woman says, ""Let's go live at the Kendell."" I said, ""Oh, I've lived there before. I guess it would be O.K. as long as I don't have to live on the 4th floor. People who apply late usually get the 4th floor, but if there's an elevator, then it would be O.K."" My friend then goes to the center of the bus and announces that I will play a song. I'm embarrassed. I get in front of everyone and need to readjust my instrument. I glue some cardboard together and cut some down to size. I use cottage cheese as a glue. I hide my work from the audience because they will have to guess the answer to the game. Then I try to play my banjo. It doesn't sound right. Finally, I notice that the cap is on incorrectly and the instrument is backwards and looks like a guitar. I look reprovingly at my friend and tell her she put the 4 on backwards for the caps. I fix it and then I can play the banjo. [BL]",226,AP,1,-15.375305,38.587933,0.5417772,4.6115417,3,0,NEGATIVE,0.9993089437484741,"[[{'label': 'sadness', 'score': 0.9885733127593994}, {'label': 'joy', 'score': 0.001872723805718124}, {'label': 'love', 'score': 0.0003217108314856887}, {'label': 'anger', 'score': 0.006842378526926041}, {'label': 'fear', 'score': 0.0020732926204800606}, {'label': 'surprise', 'score': 0.0003166537208016962}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1981-04-14,0406,"This person and myself are being chased by some people. We're on a city street looking for ways to hide. I think that I'll meditate and call upon my guru. I do so. He shows up and whispers, ""Hey, over here,"" and walks away. I follow, looking around for the ""bad guys."" He then disappears. My friend says, ""Oh! What a lovely woman is walking by,"" and I look to see my guru or I see an invisible nothing. I am quite agitated. I say, ""This is all very nice and interesting, but can this magic stuff save our asses and get us out of here before we're hurt?"" How are we going to get out of there safely? [BL]",153,Missing,0,-24.137335,42.700798,0.862977,4.194992,3,0,NEGATIVE,0.9699525833129883,"[[{'label': 'sadness', 'score': 0.0009397423709742725}, {'label': 'joy', 'score': 0.0018323824042454362}, {'label': 'love', 'score': 0.0021862336434423923}, {'label': 'anger', 'score': 0.026140926405787468}, {'label': 'fear', 'score': 0.9676364660263062}, {'label': 'surprise', 'score': 0.0012642376823350787}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1981-04-16,0410,"Someone shot an arrow at a helicopter and it crashed in flames. A narrator said, ""Woody sort of threw this thing and it made a noise and kind of hurt it."" I thought, ""What a cover up! Disgusting."" I saw a car with huge baskets on the top of it driving away. I was writing a play. It called for a new character. I got stuck and then inspiration struck and I wrote one in. [BL]",92,Missing,0,-24.052156,34.56265,0.8884226,2.8596873,3,0,NEGATIVE,0.999600350856781,"[[{'label': 'sadness', 'score': 0.0770186260342598}, {'label': 'joy', 'score': 0.0022583624813705683}, {'label': 'love', 'score': 0.0011004252592101693}, {'label': 'anger', 'score': 0.9144448637962341}, {'label': 'fear', 'score': 0.0033422885462641716}, {'label': 'surprise', 'score': 0.0018353876657783985}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1981-04-18,0413,"I am sweet sixteen. A man wants to make love to me, but I don't want to. He follows me. I feel uncomfortable. He says I'm deliberately turning him on. I say, ""No, I'm not."" He grabs me and starts to rape me. I get very angry and beat the shit out of him. I lose control and hit and hit and hit. He goes away. The women's center decides to assist me even though I've not been technically raped, i.e. because of no actual penetration. I want to be alone but they all crowd into my office. I'm glad I don't have to worry about being pregnant. Now I go to another office. I have a 3 month old baby. The agency comes. A woman takes the baby. It's a happy experience. They give me a newborn, my new charge to love and nurture for 3 months or until it gets adopted. I sadly kiss the older baby goodbye and happily receive the new one. It's sleeping, so I put in on a chair by my desk to sleep. A young man comes to talk. He's quite surprised when I tell him I've had many, many children and then explain that I don't actually birth them. They're from the adoption agency. [BL]",262,AP_AN_HA,3,-19.137098,49.102688,-1.393965,5.566131,3,1,POSITIVE,0.989216685295105,"[[{'label': 'sadness', 'score': 0.0003608558909036219}, {'label': 'joy', 'score': 0.00025834451662376523}, {'label': 'love', 'score': 0.0001891379797598347}, {'label': 'anger', 'score': 0.0013015092117711902}, {'label': 'fear', 'score': 0.9959803819656372}, {'label': 'surprise', 'score': 0.001909815240651369}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1981-04-21,0421,"2 other persons and myself are making something illegal. We are going to sell it for lots of money. Some people come and try to get the stuff away from us. One person comes and sniffs it to see if it's potent and starts to walk away with it without paying for it. I feel helpless; I want to stop them but I'm afraid to. Another person goes after them and asks for the money. I'm glad they did it. The person refuses to pay and gets arrogant. ""So what are you going to do about it?"" I pick up a small revolver and shoot the person in the neck. I feel badly but I feel better when I realize that it's a small bullet and will hurt them, but not kill them, .22 caliber. He gives us back the stuff. The one who went after the money feels sad because we'll always be in trouble or uptight because we're dealing with stuff others will always try to take away from us. I say, ""No, that's silly! We can sell this, take the money and invest it, and let the money work for us."" Then the mother of one of us comes for dinner. We hide the stuff and camouflage the gun. I put a tape cassette over it. The ""mom"" brings a good-looking young man. Someone cooks the dinner. Each serving is a lovely bouquet of cut flowers. It's too pretty to eat. I'm glad I've already eaten my dinner. [BL]",300,AP_HA_AP_HA,4,-18.907028,48.66839,-0.25973976,5.435763,3,1,NEGATIVE,0.9915726184844971,"[[{'label': 'sadness', 'score': 0.9953410625457764}, {'label': 'joy', 'score': 0.00045085360761731863}, {'label': 'love', 'score': 0.00028413743712008}, {'label': 'anger', 'score': 0.0002508532488718629}, {'label': 'fear', 'score': 0.0033900204580277205}, {'label': 'surprise', 'score': 0.0002829832665156573}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1981-05-01,0437,"I am very angry. I see my old diaries and journals and I'm aware that some people have read them without my permission. I say to them, ""I am very angry. I trusted you."" I feel their guilt and I feel somehow that it's at least partly my fault because I left them out unattended. I feel good to say I am angry. [BL]",77,AN,1,-21.72468,33.81775,2.7952516,3.2238848,5,0,NEGATIVE,0.9818295240402222,"[[{'label': 'sadness', 'score': 0.001958398846909404}, {'label': 'joy', 'score': 0.005568213760852814}, {'label': 'love', 'score': 0.0006493352702818811}, {'label': 'anger', 'score': 0.9843453764915466}, {'label': 'fear', 'score': 0.007213814649730921}, {'label': 'surprise', 'score': 0.0002647901128511876}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1981-06-11,0466,"I am being asked to sing. I say, ""I'm afraid."" My friend (maybe Ginny) says, ""Here, wear this,"" and hands me a pretty black, lacy scarf. She looks at me and says, ""You are a lady! Act like one!"" I feel proud of my new image. It feels ""new born."" I look lovely. We walk out, hand in hand to the stage. Ginny then cries out, ""Oh! I'll cry if Rachel loves you."" Her feelings are hurt because Rachel loves her. I say, ""Now, I don't think she's in love with me."" Ginny says impatiently, ""Oh, one never knows. Only the person in love knows. You can't control that."" [BL]",161,AP,1,-18.858023,40.923733,1.2830424,4.5245867,3,0,POSITIVE,0.9965798258781433,"[[{'label': 'sadness', 'score': 0.0004148075240664184}, {'label': 'joy', 'score': 0.9976937174797058}, {'label': 'love', 'score': 0.0014423525426536798}, {'label': 'anger', 'score': 0.00016027921810746193}, {'label': 'fear', 'score': 0.00010179809032706544}, {'label': 'surprise', 'score': 0.00018701190128922462}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1981-07-15,0469,"A Columbine flower. I must eat its poison berry to get well. A newborn baby girl is handed to me. I love it and I feel very happy. It's wrapped in a pink blanket. It has brown, thick, curly hair with reddish highlights. I caress it and exclaim, ""How nice! Look Ellie, now there are two of you with the same hair coloring and two blondes."" Then we're in a trailer house/camper and it's tumbling over and over. I protect the baby by making a circle with my arms and holding my body around her. I am concerned for her safety. [BL]",124,HA,1,-23.285465,51.697784,-1.8021338,5.9462824,3,1,POSITIVE,0.9994909763336182,"[[{'label': 'sadness', 'score': 0.0002374336909269914}, {'label': 'joy', 'score': 0.9990247488021851}, {'label': 'love', 'score': 0.0003644241369329393}, {'label': 'anger', 'score': 0.00011017352517228574}, {'label': 'fear', 'score': 0.00010407409718027338}, {'label': 'surprise', 'score': 0.00015905086183920503}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1981-08-12,0474,"I go to a crystal ball reader. He's late so I go into the room to wait. I go peek in the ball. I'm curious. It is clean. I see nothing. I want to though. I sense the reader smiling to himself. I'm not supposed to look into the crystal ball but he knew I'd try. As I leave, I am reading a newsletter. The reader has published my story. He tells of my back history, disease, marriage, and mistaken beliefs, but points out how changed I am now, how good and smart and neat I am. I am embarrassed but also glad. It's about time I get recognized for my positive side. Ginny comes in and mentions I owe a penny here and there on past postage. I am embarrassed and say, ""Yes, I meant to pay that but I just put it off. I'll do it."" [BL]",184,AP_HA_AP,3,-18.278864,54.430847,-3.0601242,5.4243126,3,1,POSITIVE,0.9122863411903381,"[[{'label': 'sadness', 'score': 0.21147561073303223}, {'label': 'joy', 'score': 0.0631835088133812}, {'label': 'love', 'score': 0.010363331064581871}, {'label': 'anger', 'score': 0.020756138488650322}, {'label': 'fear', 'score': 0.054204825311899185}, {'label': 'surprise', 'score': 0.6400166153907776}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1981-12-02,0485,"The stray kittens plead for food. They are very hungry. I feel badly for them. I look in the refrigerator. I find some sugar cakes and some cheese. I am dressing up to go out on a date. It's a conservative outfit, but as soon as I'm out the door, I'll readjust the front and it will be very sexy. There's a bruise on my neck. I have a belt around my neck and then I put it around my waist. My kids watch. I go outside, stairs. I say, ""Where's the elevator?"" They say, ""No problem. You can go up the stairs."" I am annoyed. It will be painful. I go up one flight. Then I sit down and say, ""No, I'll go in the elevator. These stairs don't go where I want anyway."" (they went back doors). I see penguins that live on the stairs. If radio activity gets bad, they die and then we know. Some lie down dead. [BL]",211,AN,1,-26.121359,45.74842,-1.1615607,4.4738593,3,1,NEGATIVE,0.9937100410461426,"[[{'label': 'sadness', 'score': 0.08596690744161606}, {'label': 'joy', 'score': 0.23363147675991058}, {'label': 'love', 'score': 0.08676835149526596}, {'label': 'anger', 'score': 0.5743143558502197}, {'label': 'fear', 'score': 0.01741507649421692}, {'label': 'surprise', 'score': 0.0019038955215364695}]]"
